episode,timestep,reward
6,1000,-56.4895
11,2000,-76.41
15,3000,-97.4913
20,4000,-77.6343
24,5000,-88.979
30,6000,-59.5674
35,7000,-61.4525
39,8000,-75.1012
45,9000,-52.2106
50,10000,-54.1568
56,11000,-112.5568
61,12000,-48.0878
66,13000,-44.6695
71,14000,-32.4418
77,15000,-83.2095
82,16000,-69.7907
88,17000,-57.2834
92,18000,-61.2626
98,19000,-76.7944
103,20000,-84.3128
108,21000,-53.6103
113,22000,-42.0953
118,23000,-54.5481
123,24000,-48.2366
