episode,timestep,reward
5,1000,-247.4607
9,2000,-287.2775
14,3000,-249.2835
19,4000,-209.6254
24,5000,-224.9233
30,6000,-230.0562
35,7000,-342.3185
41,8000,-187.228
45,9000,-222.714
51,10000,-237.5147
56,11000,-218.066
61,12000,-249.6554
66,13000,-272.3027
72,14000,-226.9958
77,15000,-193.5245
82,16000,-246.0765
86,17000,-338.7435
