episode,timestep,reward
5,1000,-35.8209
11,2000,-43.9009
15,3000,-46.1715
20,4000,-48.518
25,5000,-54.4964
31,6000,-39.0109
37,7000,-41.7942
42,8000,-37.0395
47,9000,-44.4176
53,10000,-42.2856
58,11000,-51.9769
63,12000,-47.3186
69,13000,-46.6888
73,14000,-65.1192
78,15000,-51.4254
83,16000,-54.2119
88,17000,-41.6723
93,18000,-42.0021
99,19000,-43.7231
104,20000,-54.9249
109,21000,-59.6807
115,22000,-34.8192
119,23000,-60.7297
124,24000,-56.0879
