episode,timestep,reward
2,2500,-1956.1854
5,5000,-1726.8479
7,7500,-1847.0919
10,10000,-1924.1809
13,12500,-1597.0906
15,15000,-2129.7553
18,17500,-1863.5737
20,20000,-2015.3861
23,22500,-2003.72
25,25000,-2065.3675
28,27500,-1973.92
31,30000,-2074.3125
33,32500,-2530.2208
36,35000,-1769.1699
38,37500,-2581.4749
41,40000,-2288.1885
43,42500,-2516.8906
46,45000,-2045.0188
48,47500,-2165.6511
