episode,timestep,reward
3,2000,-2122.2445
5,4000,-2334.1271
8,6000,-1818.2134
11,8000,-1996.1901
13,10000,-1944.783
16,12000,-1373.8598
19,14000,-1185.3586
22,16000,-1552.3056
24,18000,-1600.287
27,20000,-1155.9276
30,22000,-1145.2611
33,24000,-854.7455
35,26000,-789.5079
38,28000,-665.1112
40,30000,-1084.9187
43,32000,-730.0912
46,34000,-651.4298
49,36000,-742.2779
52,38000,-669.4594
