episode,timestep,reward
3,4000,-4536.7851
7,8000,-4266.5885
11,12000,-4875.1467
15,16000,-4967.9996
19,20000,-4594.6223
23,24000,-5590.5315
27,28000,-6016.5664
31,32000,-6643.3295
35,36000,-6147.3832
39,40000,-6483.6692
43,44000,-2183.8109
47,48000,-1782.214
51,52000,-2093.7004
54,56000,-2624.5796
58,60000,-2434.8462
62,64000,-1755.0736
66,68000,-2038.6006
70,72000,-1776.6505
74,76000,-1800.0918
