episode,timestep,reward
4,4000,-3467.9333
7,8000,-3728.4283
11,12000,-3731.6309
15,16000,-3533.354
19,20000,-3343.5763
22,24000,-3602.9366
26,28000,-3058.2362
30,32000,-3578.5974
34,36000,-3502.7656
38,40000,-3639.1849
42,44000,-2941.3344
46,48000,-3290.5193
49,52000,-3672.161
53,56000,-3839.7858
