episode,timestep,reward
1,2000,-1400.5806
3,4000,-1634.3262
5,6000,-1963.0955
7,8000,-1535.8141
9,10000,-1469.2423
11,12000,-856.8312
12,14000,-799.844
14,16000,-896.9073
16,18000,-878.9148
18,20000,-864.6953
19,22000,-1058.4737
21,24000,-918.5015
23,26000,-679.3622
25,28000,-912.2169
27,30000,-711.3589
28,32000,-930.0946
30,34000,-916.5406
32,36000,-997.167
33,38000,-804.0269
35,40000,-859.9551
37,42000,-773.157
39,44000,-876.8205
41,46000,-995.4354
42,48000,-950.5362
